customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,contract_type,internet_service_type,payment_type,multiple_lines_no,multiple_lines_no_phone_service,multiple_lines_yes,online_security_no,online_security_no_internet_service,online_security_yes,online_backup_no,online_backup_no_internet_service,online_backup_yes,device_protection_no,device_protection_no_internet_service,device_protection_yes,tech_support_no,tech_support_no_internet_service,tech_support_yes,streaming_tv_no,streaming_tv_no_internet_service,streaming_tv_yes,streaming_movies_no,streaming_movies_no_internet_service,streaming_movies_yes,contract_type_month-to-month,contract_type_one_year,contract_type_two_year,internet_service_type_dsl,internet_service_type_fiber_optic,internet_service_type_none,payment_type_bank_transfer_(automatic),payment_type_credit_card_(automatic),payment_type_electronic_check,payment_type_mailed_check
1205-WNWPJ,Female,Non-Senior,No,No,7,Yes,No,No,No,No,Yes,Yes,No,Yes,59.5,415.95,1,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
1206-EHBDD,Female,Non-Senior,Yes,No,56,Yes,No,Yes,No,Yes,No,No,No,No,80.3,4513.65,0,Two year,Fiber optic,Bank transfer (automatic),Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
1207-BLKSA,Female,Non-Senior,Yes,Yes,52,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,23.05,1255.1,0,Two year,None,Mailed check,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
1208-DNHLN,Male,Non-Senior,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,Yes,48.35,1067.15,1,One year,DSL,Credit card (automatic),No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
1208-NBVFH,Male,Non-Senior,Yes,Yes,20,Yes,No,No,No,Yes,No,No,No,Yes,49.6,939.8,0,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
1209-VFFOC,Male,Non-Senior,Yes,Yes,68,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,Yes,56.4,3948.45,0,Two year,DSL,Mailed check,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
1212-GLHMD,Male,Non-Senior,No,No,3,Yes,No,Yes,No,No,No,No,Yes,Yes,86.05,244.85,0,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes
1213-NGCUN,Female,Non-Senior,No,No,6,Yes,No,No,No,No,Yes,No,No,Yes,49.65,267.35,1,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
1215-EXRMO,Male,Non-Senior,Yes,No,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.55,1067.65,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
1215-FIGMP,Male,Non-Senior,No,No,60,Yes,Yes,No,Yes,No,No,Yes,No,Yes,89.9,5450.7,0,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
1215-VFYVK,Female,Non-Senior,No,No,4,No,No phone service,Yes,No,Yes,Yes,No,Yes,No,48.25,202.25,0,Month-to-month,DSL,Mailed check,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes
1216-BGTSP,Male,Non-Senior,No,No,45,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,108.45,4964.7,0,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
1216-JWVUX,Male,Non-Senior,Yes,Yes,25,Yes,No,No,Yes,No,No,No,No,Yes,75.5,1901.05,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
1217-VASWC,Male,Senior,Yes,No,43,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,100.55,4304.0,0,One year,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
1218-VKFPE,Female,Non-Senior,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.0,233.55,1,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
1219-NNDDO,Female,Non-Senior,No,No,9,Yes,Yes,No,No,No,No,No,No,Yes,76.85,663.55,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
1221-GHZEP,Female,Non-Senior,No,No,62,Yes,No,Yes,No,No,Yes,No,Yes,Yes,65.1,3846.75,0,Two year,DSL,Mailed check,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
1222-KJNZD,Male,Non-Senior,Yes,Yes,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.4,745.3,0,Month-to-month,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No
1222-LRYKO,Male,Non-Senior,No,Yes,6,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,26.35,184.05,0,Month-to-month,None,Mailed check,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
1223-UNPKS,Male,Non-Senior,Yes,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,400.0,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
1226-IENZN,Male,Senior,No,No,16,Yes,No,No,No,No,No,No,Yes,Yes,78.75,1218.25,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
1226-JZNKR,Female,Non-Senior,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.8,160.05,0,One year,None,Electronic check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No
1226-UDFZR,Female,Non-Senior,No,No,2,Yes,No,No,Yes,No,No,No,No,Yes,49.6,114.7,1,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
1227-UDMZR,Female,Non-Senior,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,91.15,6637.9,0,Two year,DSL,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
1228-FZFRV,Male,Non-Senior,Yes,Yes,50,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,105.95,5341.8,1,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
1228-ZLNBX,Male,Non-Senior,No,No,21,Yes,Yes,No,No,No,No,No,No,No,75.3,1570.7,0,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
1229-RCALF,Female,Non-Senior,Yes,No,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.0,7396.15,0,One year,Fiber optic,Electronic check,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
1230-QAJDW,Male,Non-Senior,No,No,3,Yes,Yes,No,No,No,Yes,Yes,No,Yes,65.25,209.9,0,Month-to-month,DSL,Mailed check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
1231-YNDEK,Male,Non-Senior,No,No,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.15,1035.5,0,Two year,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No
1236-WFCDV,Male,Senior,No,No,14,Yes,No,No,No,No,No,Yes,Yes,No,90.45,1266.1,1,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
1237-WIYYZ,Female,Non-Senior,No,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.55,389.25,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
1240-HCBOH,Female,Non-Senior,No,No,67,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,26.1,1759.55,0,Two year,None,Mailed check,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
1240-KNSEZ,Male,Non-Senior,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.1,20.1,1,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
1241-EZFMJ,Male,Non-Senior,Yes,No,61,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.45,1538.6,0,Two year,None,Bank transfer (automatic),No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No
1241-FPMOF,Male,Non-Senior,No,No,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,1025.05,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
1245-HARPS,Female,Non-Senior,Yes,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.4,292.4,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
1247-QBVSH,Female,Non-Senior,Yes,Yes,43,Yes,No,No,Yes,No,No,No,No,No,50.2,2169.4,0,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
1248-DYXUB,Male,Non-Senior,Yes,Yes,52,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.8,1229.1,0,Two year,None,Mailed check,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
1251-KRREG,Male,Non-Senior,No,No,2,Yes,Yes,No,Yes,No,No,No,No,Yes,54.4,114.1,1,Month-to-month,DSL,Mailed check,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
1251-STYSZ,Female,Senior,No,No,4,Yes,Yes,Yes,No,No,No,No,No,Yes,80.25,303.7,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
1254-IZEYF,Female,Senior,No,No,31,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,99.95,3186.65,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
1257-SXUXQ,Male,Non-Senior,Yes,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.45,86.05,0,Month-to-month,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
1258-YMZNM,Female,Senior,No,No,27,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,110.5,2857.6,0,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No
1260-TTRXI,Male,Non-Senior,No,No,4,Yes,No,No,No,No,No,No,Yes,No,54.3,195.3,1,Month-to-month,DSL,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
1261-FWTTE,Male,Senior,No,No,23,No,No phone service,No,No,No,No,No,Yes,Yes,34.65,768.45,0,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No
1262-OPMFY,Female,Non-Senior,Yes,No,9,Yes,No,No,No,Yes,No,No,No,Yes,75.75,655.9,1,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
1264-BYWMS,Male,Non-Senior,No,No,55,Yes,Yes,No,No,No,No,Yes,Yes,Yes,96.8,5283.95,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
1264-FUHCX,Female,Non-Senior,Yes,No,49,No,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,56.3,2780.6,0,One year,DSL,Credit card (automatic),No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
1265-BCFEO,Female,Non-Senior,Yes,No,71,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,80.45,5662.25,0,Two year,DSL,Bank transfer (automatic),No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
1265-HVPZB,Male,Non-Senior,Yes,No,59,Yes,No,Yes,Yes,Yes,No,Yes,No,No,66.4,3958.2,0,One year,DSL,Credit card (automatic),Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
1265-XTECC,Female,Senior,Yes,No,68,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,96.55,6581.9,1,One year,Fiber optic,Credit card (automatic),No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
1265-ZFOSD,Female,Non-Senior,Yes,No,64,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,81.3,5129.3,0,Two year,DSL,Mailed check,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
1266-NZYUI,Female,Non-Senior,Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,No,No,No,66.85,4758.8,0,Two year,DSL,Bank transfer (automatic),No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
1268-ASBGA,Female,Senior,Yes,No,16,Yes,Yes,No,No,No,No,No,Yes,Yes,85.35,1375.15,1,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
1269-FOYWN,Male,Non-Senior,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.0,860.85,0,One year,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No
1270-XKUCC,Female,Non-Senior,Yes,Yes,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.7,599.25,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
1271-SJBGZ,Male,Senior,No,No,12,No,No phone service,No,No,Yes,Yes,No,Yes,Yes,43.65,526.95,1,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
1271-UODNO,Male,Non-Senior,No,No,39,Yes,Yes,No,No,No,Yes,No,No,Yes,53.85,2200.7,0,Two year,DSL,Credit card (automatic),No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No
1272-ILHFG,Male,Non-Senior,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,332.65,0,One year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes
1273-MTETI,Female,Senior,No,No,4,Yes,Yes,No,No,Yes,No,No,Yes,Yes,88.85,372.45,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
1282-IHQAC,Male,Senior,No,No,70,No,No phone service,No,Yes,Yes,No,Yes,No,Yes,44.05,3011.65,0,One year,DSL,Credit card (automatic),No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
1285-OKIPP,Male,Non-Senior,No,No,1,Yes,No,No,No,No,No,No,Yes,No,79.9,79.9,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
1291-CUOCY,Male,Non-Senior,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,110.6,7962.2,0,Two year,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
1293-BSEUN,Female,Non-Senior,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.7,1482.3,0,Two year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
1293-HHSHJ,Female,Non-Senior,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.1,741.0,0,One year,None,Mailed check,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes
1297-VQDRP,Male,Senior,Yes,Yes,68,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,107.15,7379.8,0,One year,Fiber optic,Credit card (automatic),No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No
1298-PHBTI,Male,Non-Senior,Yes,Yes,71,Yes,Yes,No,Yes,No,Yes,No,No,Yes,84.8,6152.4,0,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No
1299-AURJA,Female,Non-Senior,Yes,Yes,70,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.7,1685.9,0,Two year,None,Bank transfer (automatic),No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No
1301-LOPVR,Male,Non-Senior,Yes,Yes,29,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,Yes,55.35,1636.95,0,One year,DSL,Credit card (automatic),No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No
1302-TPUBN,Male,Non-Senior,No,No,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.35,1240.8,0,Two year,None,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No
1302-UHBDD,Male,Senior,No,No,20,Yes,No,No,No,No,No,Yes,Yes,No,89.95,1648.45,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
1303-SRDOK,Female,Non-Senior,Yes,Yes,55,Yes,No,No,No,No,No,No,No,Yes,69.05,3842.6,0,Two year,Fiber optic,Credit card (automatic),Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No
1304-BCCFO,Male,Non-Senior,Yes,No,9,Yes,No,No,No,Yes,No,Yes,Yes,Yes,70.05,564.4,0,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes
1304-NECVQ,Female,Senior,No,No,2,Yes,Yes,No,No,Yes,No,No,No,Yes,78.55,149.55,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No
1304-SEGFY,Female,Non-Senior,Yes,No,72,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,97.85,6841.3,0,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
1306-RPWXZ,Female,Non-Senior,No,Yes,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,1024.65,0,Two year,None,Credit card (automatic),Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No
1307-ATKGB,Male,Non-Senior,No,No,24,Yes,No,No,Yes,Yes,No,No,Yes,Yes,89.55,2187.15,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
1307-TVUFB,Male,Senior,No,No,42,Yes,Yes,No,Yes,No,No,No,No,Yes,79.35,3344.1,0,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
1309-BXVOQ,Male,Non-Senior,Yes,No,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,106.1,2249.95,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No
1309-XGFSN,Male,Senior,Yes,Yes,52,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,80.85,4079.55,0,One year,DSL,Electronic check,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No
1310-QRITU,Female,Non-Senior,No,No,18,Yes,Yes,No,No,No,No,No,No,Yes,50.3,913.3,0,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
